ID,publisher,publishedCount,avgCitation
S4363607979,2022 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),1,27.0
S4363607701,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),1,1208.0
