ID,publisher,publishedCount,avgCitation
S4363607734,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2,11.0
S4363607764,2021 IEEE/CVF International Conference on Computer Vision (ICCV),2,44.0
S4363607701,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2,167.5
S4363604230,2021 China Automation Congress (CAC),1,1.0
S4363608837,Proceedings of the 14th International Conference on Agents and Artificial Intelligence,1,6.0
S4363605370,2022 IEEE Intelligent Vehicles Symposium (IV),1,56.0
S4363607737,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),1,11.0
S4363607759,2022 International Conference on Robotics and Automation (ICRA),1,18.0
