ID,publisher,publishedCount,avgCitation
S4363607701,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),4,317.5
S4363607979,2022 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),1,7.0
