ID,publisher,publishedCount,avgCitation
S4363607764,2021 IEEE/CVF International Conference on Computer Vision (ICCV),3,235.33333333333334
S4363607759,2022 International Conference on Robotics and Automation (ICRA),3,93.66666666666667
S4363605370,2022 IEEE Intelligent Vehicles Symposium (IV),2,52.5
S4363607737,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),1,18.0
S4363608069,2022 International Conference on Advanced Robotics and Mechatronics (ICARM),1,4.0
S4363607701,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),1,29.0
S4363607846,2021 IEEE International Conference on Robotics and Biomimetics (ROBIO),1,42.0
