ID,publisher,publishedCount,avgCitation
S144771191,IEEE Transactions on Intelligent Transportation Systems,3,5.666666666666667
S4210169774,IEEE Robotics and Automation Letters,3,4.333333333333333
S137030581,IEEE Transactions on Multimedia,1,1.0
S74726891,Applied Intelligence,1,0.0
S10892749,IEEE Transactions on Instrumentation and Measurement,1,4.0
S133768115,Robotics and Autonomous Systems,1,2.0
S140111354,The Photogrammetric Record,1,17.0
S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,1,4.0
S25538012,International Journal of Computer Vision,1,32.0
S73060445,The Visual Computer,1,13.0
S173339282,ISPRS Journal of Photogrammetry and Remote Sensing,1,3.0
